SHIP_ID,SHIP_DATE,Ship_Mode,Shipping_Cost
Sta_14217,2014-11-04,Standard Class,2.16
Sta_12966,2014-11-04,Standard Class,5.24
Sta_20481,2014-11-04,Standard Class,27.77
Sta_12588,2014-11-04,Standard Class,314.15
Sta_13668,2014-11-04,Standard Class,1.332
Sta_13484,2014-11-04,Standard Class,1.617
Sta_36131,2014-11-04,Standard Class,73.41
Sta_41164,2014-11-04,Standard Class,52.51
Sta_16419,2014-11-04,Standard Class,1.082
Sta_21603,2014-11-04,Standard Class,35.598
Sta_18071,2014-11-04,Standard Class,8.21
Sta_15211,2014-11-04,Standard Class,1.11
Sta_11177,2014-11-04,Standard Class,3.64
Sta_14391,2014-11-04,Standard Class,1.32
Sec_6208,2014-11-04,Second Class,7.75
Sec_26594,2014-11-04,Second Class,45.65
Sec_5563,2014-11-04,Second Class,0.79
Sec_6209,2014-11-04,Second Class,1.99
Sta_10148,2014-11-04,Standard Class,149.89
Sta_9898,2014-11-04,Standard Class,15.03
Sta_50328,2014-11-04,Standard Class,1.47
Sta_50329,2014-11-04,Standard Class,0.15
Sta_49949,2014-11-04,Standard Class,0.78
Sta_49793,2014-11-04,Standard Class,0.85
Sta_49948,2014-11-04,Standard Class,3.29
Sta_49794,2014-11-04,Standard Class,33.74
Sec_48380,2014-11-04,Second Class,0.53
Sec_28253,2014-11-04,Second Class,294.17
Sta_28252,2014-11-04,Standard Class,0.44
Sta_14761,2014-11-05,Standard Class,6.49
Sta_43729,2014-11-05,Standard Class,0.29
Sta_43730,2014-11-05,Standard Class,47.38
Fir_45222,2014-11-05,First Class,78.93
Sam_44323,2014-11-05,Same Day,5.24
Sam_44324,2014-11-05,Same Day,12.86
Sam_44322,2014-11-05,Same Day,56.66
Sec_7816,2014-11-05,Second Class,11.13
Sta_22502,2014-11-05,Standard Class,2.564
Sta_17735,2014-11-05,Standard Class,7.084
Sta_22391,2014-11-05,Standard Class,2.589
Fir_24706,2014-11-05,First Class,3.48
Fir_26444,2014-11-05,First Class,86.43
Fir_31935,2014-11-05,First Class,1.595
Fir_31934,2014-11-05,First Class,3.661
Fir_30844,2014-11-05,First Class,41.32
Fir_30845,2014-11-05,First Class,135.153
Fir_31933,2014-11-05,First Class,12.453
Sta_20765,2014-11-05,Standard Class,82.89
Sta_16087,2014-11-05,Standard Class,2.38
Sam_25078,2014-11-05,Same Day,104.54
Sam_34323,2014-11-05,Same Day,3.49
Sam_30067,2014-11-05,Same Day,27.13
Sta_42945,2014-11-05,Standard Class,12.946
Fir_4119,2014-11-05,First Class,4.16
Sta_38605,2014-11-05,Standard Class,161.95
Sta_21927,2014-11-05,Standard Class,15.742
Sta_12587,2014-11-05,Standard Class,21.706
Sta_12867,2014-11-05,Standard Class,2.534
Sec_26851,2014-11-05,Second Class,7.96
Fir_29477,2014-11-05,First Class,24.18
Fir_5565,2014-11-05,First Class,3.02
Sam_46503,2014-11-05,Same Day,0.79
Sam_46502,2014-11-05,Same Day,0.08
Sam_50580,2014-11-05,Same Day,5.38
Sam_46501,2014-11-05,Same Day,1.12
Sta_50331,2014-11-05,Standard Class,0.26
Sec_2029,2014-11-05,Second Class,23.42
Sec_2028,2014-11-05,Second Class,4.3
Sam_47389,2014-11-05,Same Day,674.82
Sam_47874,2014-11-05,Same Day,32.47
Sec_828,2014-11-05,Second Class,3.22
Sec_829,2014-11-05,Second Class,12.32
Sec_830,2014-11-05,Second Class,1.46
Sec_28881,2014-11-05,Second Class,8.45
Sec_831,2014-11-05,Second Class,86.11
Sec_50857,2014-11-05,Second Class,150.71
Sta_42456,2014-11-05,Standard Class,12.05
Sta_42455,2014-11-05,Standard Class,60.67
Fir_45935,2014-11-06,First Class,56.34
Sta_22280,2014-11-06,Standard Class,6.827
Sta_17288,2014-11-06,Standard Class,2.487
Sta_16264,2014-11-06,Standard Class,1.248
Sta_13099,2014-11-06,Standard Class,10.482
Sta_38316,2014-11-06,Standard Class,14.671
Fir_27142,2014-11-06,First Class,6.26
Fir_6477,2014-11-06,First Class,22.34
Fir_26595,2014-11-06,First Class,83.61
Fir_26445,2014-11-06,First Class,45.8
Fir_9569,2014-11-06,First Class,1.56
Fir_9254,2014-11-06,First Class,2.69
Fir_3695,2014-11-06,First Class,6.02
Fir_25585,2014-11-06,First Class,111.78
Fir_24948,2014-11-06,First Class,23.53
Fir_26924,2014-11-06,First Class,17.34
Fir_26447,2014-11-06,First Class,84.83
Sta_16088,2014-11-06,Standard Class,2.861
Sta_19672,2014-11-06,Standard Class,5.6
Sta_17422,2014-11-06,Standard Class,28.098
Sta_37697,2014-11-06,Standard Class,4.723
Sta_37698,2014-11-06,Standard Class,5.009
Sta_37699,2014-11-06,Standard Class,7.241
Sec_5721,2014-11-06,Second Class,1.16
Sta_10345,2014-11-06,Standard Class,14.37
Sta_22661,2014-11-06,Standard Class,16.79
Sta_20766,2014-11-06,Standard Class,22.1
Sec_27338,2014-11-06,Second Class,24.21
Sec_26446,2014-11-06,Second Class,4.08
Sam_25642,2014-11-06,Same Day,175.199
Sta_16420,2014-11-06,Standard Class,0.992
Sta_22564,2014-11-06,Standard Class,4.182
Sta_38940,2014-11-06,Standard Class,15.69
Sta_39976,2014-11-06,Standard Class,1.11
Sta_19671,2014-11-06,Standard Class,24.03
Sam_9570,2014-11-06,Same Day,4.409
Sta_13179,2014-11-06,Standard Class,1.71
Sta_22020,2014-11-06,Standard Class,24.28
Fir_29553,2014-11-06,First Class,8.61
Fir_29605,2014-11-06,First Class,24.65
Sam_8368,2014-11-06,Same Day,1.99
Sta_16200,2014-11-06,Standard Class,2.27
Sta_17736,2014-11-06,Standard Class,6.93
Sta_18338,2014-11-06,Standard Class,2.28
Sta_18336,2014-11-06,Standard Class,4.91
Sta_21081,2014-11-06,Standard Class,20.55
Sta_18337,2014-11-06,Standard Class,15.78
Fir_32582,2014-11-06,First Class,4.26
Fir_32853,2014-11-06,First Class,1.85
Fir_48930,2014-11-06,First Class,13.06
Sta_49110,2014-11-06,Standard Class,0.63
Sta_48990,2014-11-06,Standard Class,35.39
Fir_2962,2014-11-06,First Class,26.81
Fir_2963,2014-11-06,First Class,2.74
Fir_47875,2014-11-06,First Class,99.05
Fir_47390,2014-11-06,First Class,131.23
Sec_2307,2014-11-06,Second Class,0.52
Sec_28121,2014-11-06,Second Class,780.7
Sec_2308,2014-11-06,Second Class,16.13
Sec_28120,2014-11-06,Second Class,238.51
Sec_47693,2014-11-06,Second Class,1.8
Sec_2309,2014-11-06,Second Class,4.62
Fir_50744,2014-11-06,First Class,242.63
Fir_28799,2014-11-06,First Class,21.95
Sta_506,2014-11-06,Standard Class,5.05
Sta_504,2014-11-06,Standard Class,107.69
Sta_505,2014-11-06,Standard Class,2.04
Sta_51018,2014-11-06,Standard Class,1.36
Sta_51017,2014-11-06,Standard Class,3.82
Sta_577,2014-11-06,Standard Class,0.84
Sec_28359,2014-11-06,Second Class,8.26
Fir_4120,2014-11-07,First Class,6.3
Sta_18072,2014-11-07,Standard Class,3.55
Sta_16089,2014-11-07,Standard Class,9.36
Sta_16653,2014-11-07,Standard Class,1.4
Sta_18889,2014-11-07,Standard Class,1.72
Sta_16652,2014-11-07,Standard Class,1.29
Sec_26131,2014-11-07,Second Class,14.95
Sec_27262,2014-11-07,Second Class,200.07
Sta_14392,2014-11-07,Standard Class,0.68
Fir_29294,2014-11-07,First Class,242.18
Fir_5885,2014-11-07,First Class,15.41
Sam_30922,2014-11-07,Same Day,86.263
Sta_36876,2014-11-07,Standard Class,29.568
Sta_36877,2014-11-07,Standard Class,1.343
Sta_36353,2014-11-07,Standard Class,31.531
Sta_21157,2014-11-07,Standard Class,325.54
Sta_16335,2014-11-07,Standard Class,0.11
Sec_5564,2014-11-07,Second Class,3.19
Sta_22979,2014-11-07,Standard Class,8.94
Sta_23575,2014-11-07,Standard Class,71.17
Sta_12034,2014-11-07,Standard Class,26.27
Sta_12182,2014-11-07,Standard Class,2.49
Sta_14393,2014-11-07,Standard Class,1.58
Sta_35549,2014-11-07,Standard Class,19.22
Sta_37236,2014-11-07,Standard Class,2.15
Sec_8367,2014-11-07,Second Class,5.0
Sta_36132,2014-11-07,Standard Class,0.792
Sta_13485,2014-11-07,Standard Class,1.082
Sta_13486,2014-11-07,Standard Class,1.396
Sta_12738,2014-11-07,Standard Class,6.33
Sta_42749,2014-11-07,Standard Class,3.51
Fir_30221,2014-11-07,First Class,72.28
Fir_30220,2014-11-07,First Class,35.13
Fir_34473,2014-11-07,First Class,27.76
Sec_29606,2014-11-07,Second Class,42.48
Sec_5722,2014-11-07,Second Class,2.37
Sec_33913,2014-11-07,Second Class,0.53
Fir_3696,2014-11-07,First Class,45.25
Sec_24403,2014-11-07,Second Class,82.24
Sec_24790,2014-11-07,Second Class,9.79
Sta_2964,2014-11-07,Standard Class,1.98
Sta_2965,2014-11-07,Standard Class,2.12
Sec_49399,2014-11-07,Second Class,46.97
Sta_50025,2014-11-07,Standard Class,0.5
Sta_50024,2014-11-07,Standard Class,1.87
Sta_46643,2014-11-07,Standard Class,60.09
Sta_49795,2014-11-07,Standard Class,0.41
Sta_2609,2014-11-07,Standard Class,0.26
Sec_47873,2014-11-07,Second Class,0.09
Fir_27375,2014-11-07,First Class,40.28
Sam_581,2014-11-07,Same Day,16.0
Sam_507,2014-11-07,Same Day,10.06
Sam_28752,2014-11-07,Same Day,4.57
Sam_579,2014-11-07,Same Day,7.15
Sam_580,2014-11-07,Same Day,9.4
Sta_48289,2014-11-07,Standard Class,0.67
Sta_48290,2014-11-07,Standard Class,5.08
Sta_1595,2014-11-07,Standard Class,0.58
Sta_23765,2014-11-08,Standard Class,25.43
Sec_43731,2014-11-08,Second Class,3.84
Fir_44526,2014-11-08,First Class,10.1
Fir_44525,2014-11-08,First Class,40.65
Sam_44871,2014-11-08,Same Day,16.87
Sam_44872,2014-11-08,Same Day,19.89
Sec_44641,2014-11-08,Second Class,34.33
Fir_4468,2014-11-08,First Class,5.921
Fir_4467,2014-11-08,First Class,163.695
Sta_23068,2014-11-08,Standard Class,33.69
Sta_23276,2014-11-08,Standard Class,71.7
Sta_21604,2014-11-08,Standard Class,18.853
Sta_20099,2014-11-08,Standard Class,4.639
Sta_16654,2014-11-08,Standard Class,2.45
Sta_19029,2014-11-08,Standard Class,1.6
Sta_20661,2014-11-08,Standard Class,6.55
Sta_11342,2014-11-08,Standard Class,2.19
Sta_35504,2014-11-08,Standard Class,6.16
Sta_35505,2014-11-08,Standard Class,49.03
Sec_34645,2014-11-08,Second Class,1.26
Sta_37467,2014-11-08,Standard Class,35.26
Sta_20829,2014-11-08,Standard Class,22.77
Sta_36355,2014-11-08,Standard Class,102.424
Sta_37237,2014-11-08,Standard Class,7.225
Sta_36356,2014-11-08,Standard Class,9.995
Sta_36354,2014-11-08,Standard Class,33.813
Sta_41999,2014-11-08,Standard Class,0.99
Sta_38116,2014-11-08,Standard Class,2.53
Fir_8613,2014-11-08,First Class,1.67
Fir_8479,2014-11-08,First Class,1.69
Sec_3874,2014-11-08,Second Class,8.14
Sam_26852,2014-11-08,Same Day,173.13
Sta_12035,2014-11-08,Standard Class,5.667
Sta_11650,2014-11-08,Standard Class,4.586
Sec_4148,2014-11-08,Second Class,19.23
Sec_4149,2014-11-08,Second Class,7.22
Sta_40973,2014-11-08,Standard Class,1.14
Sam_30923,2014-11-08,Same Day,15.087
Sta_23437,2014-11-08,Standard Class,16.49
Fir_34561,2014-11-08,First Class,6.52
Fir_5655,2014-11-08,First Class,6.55
Fir_27143,2014-11-08,First Class,7.93
Fir_34562,2014-11-08,First Class,139.05
Fir_46792,2014-11-08,First Class,2.16
Fir_2698,2014-11-08,First Class,0.21
Fir_2699,2014-11-08,First Class,6.61
Fir_2700,2014-11-08,First Class,7.97
Sam_2966,2014-11-08,Same Day,8.88
Sec_47001,2014-11-08,Second Class,12.1
Fir_34324,2014-11-08,First Class,8.04
Sta_2233,2014-11-08,Standard Class,0.45
Sta_49699,2014-11-08,Standard Class,3.39
Sta_49700,2014-11-08,Standard Class,0.57
Sta_49634,2014-11-08,Standard Class,44.97
Sta_47629,2014-11-08,Standard Class,0.27
Sta_341,2014-11-08,Standard Class,10.3
Sta_1704,2014-11-08,Standard Class,2.06
Sta_1596,2014-11-08,Standard Class,8.23
Sta_48359,2014-11-08,Standard Class,24.65
Sta_48291,2014-11-08,Standard Class,0.67
Sec_43884,2014-11-09,Second Class,6.78
Sec_43810,2014-11-09,Second Class,57.34
Sec_43883,2014-11-09,Second Class,4.11
Sec_43885,2014-11-09,Second Class,43.77
Sec_43586,2014-11-09,Second Class,2.94
Sec_43583,2014-11-09,Second Class,15.43
Sec_43589,2014-11-09,Second Class,16.21
Sec_43585,2014-11-09,Second Class,2.25
Sec_43587,2014-11-09,Second Class,1.0
Sec_43588,2014-11-09,Second Class,8.84
Sec_43584,2014-11-09,Second Class,20.2
Sta_17980,2014-11-09,Standard Class,1.343
Sta_20397,2014-11-09,Standard Class,17.799
Sec_8478,2014-11-09,Second Class,10.59
Sta_38941,2014-11-09,Standard Class,18.91
Sta_12589,2014-11-09,Standard Class,4.812
Sec_25473,2014-11-09,Second Class,39.59
Sec_8612,2014-11-09,Second Class,1.579
Sta_14219,2014-11-09,Standard Class,5.75
Fir_8878,2014-11-09,First Class,4.58
Sta_35507,2014-11-09,Standard Class,69.1
Sta_35506,2014-11-09,Standard Class,30.89
Sec_30068,2014-11-09,Second Class,81.56
Sta_22281,2014-11-09,Standard Class,5.99
Fir_33190,2014-11-09,First Class,374.8
Fir_30647,2014-11-09,First Class,54.08
Sta_35138,2014-11-09,Standard Class,4.456
Sta_14587,2014-11-09,Standard Class,1.451
Sta_15016,2014-11-09,Standard Class,33.542
Sta_39031,2014-11-09,Standard Class,13.203
Sta_13670,2014-11-09,Standard Class,8.316
Sec_3976,2014-11-09,Second Class,8.11
Fir_33450,2014-11-09,First Class,2.4
Sta_14220,2014-11-09,Standard Class,1.91
Sta_14762,2014-11-09,Standard Class,1.83
Sta_23277,2014-11-09,Standard Class,36.14
Sta_13669,2014-11-09,Standard Class,2.0
Sta_13254,2014-11-09,Standard Class,0.46
Sec_34563,2014-11-09,Second Class,167.78
Sta_15015,2014-11-09,Standard Class,3.19
Sta_20767,2014-11-09,Standard Class,27.37
Sta_14586,2014-11-09,Standard Class,0.6
Sta_36966,2014-11-09,Standard Class,4.5
Sta_36967,2014-11-09,Standard Class,0.72
Sta_46736,2014-11-09,Standard Class,0.35
Sta_49796,2014-11-09,Standard Class,3.17
Sec_8789,2014-11-09,Second Class,6.55
Fir_8790,2014-11-09,First Class,27.61
Sta_47796,2014-11-09,Standard Class,8.98
Sta_47630,2014-11-09,Standard Class,0.27
Sta_47797,2014-11-09,Standard Class,5.34
Sta_47795,2014-11-09,Standard Class,0.45
Sta_49635,2014-11-09,Standard Class,6.85
Sta_2463,2014-11-09,Standard Class,0.61
Sta_27374,2014-11-09,Standard Class,2.96
Sta_578,2014-11-09,Standard Class,3.08
Fir_9571,2014-11-10,First Class,1.87
Sec_45417,2014-11-10,Second Class,51.63
Sec_45419,2014-11-10,Second Class,3.0
Sec_45418,2014-11-10,Second Class,20.21
Sec_43590,2014-11-10,Second Class,43.23
Sec_43453,2014-11-10,Second Class,33.63
Sta_45224,2014-11-10,Standard Class,7.06
Sta_45223,2014-11-10,Standard Class,9.1
Sta_22102,2014-11-10,Standard Class,5.74
Sta_19293,2014-11-10,Standard Class,30.47
Sta_38519,2014-11-10,Standard Class,81.414
Sta_21158,2014-11-10,Standard Class,34.563
Sta_39733,2014-11-10,Standard Class,10.946
Sta_39454,2014-11-10,Standard Class,1.233
Sta_36559,2014-11-10,Standard Class,6.745
Fir_7006,2014-11-10,First Class,23.27
Sec_4585,2014-11-10,Second Class,5.52
Sec_34647,2014-11-10,Second Class,91.46
Sec_25977,2014-11-10,Second Class,5.63
Sam_4587,2014-11-10,Same Day,25.66
Sam_4586,2014-11-10,Same Day,5.24
Sam_30069,2014-11-10,Same Day,24.73
Fir_3310,2014-11-10,First Class,11.32
Sta_15017,2014-11-10,Standard Class,30.195
Sec_30222,2014-11-10,Second Class,30.24
Sec_32631,2014-11-10,Second Class,4.66
Sta_18699,2014-11-10,Standard Class,1.3
Sta_21082,2014-11-10,Standard Class,10.59
Sta_17289,2014-11-10,Standard Class,9.052
Sta_15212,2014-11-10,Standard Class,1.296
Sta_38607,2014-11-10,Standard Class,66.067
Sta_15685,2014-11-10,Standard Class,2.396
Sta_15686,2014-11-10,Standard Class,18.012
Sta_20100,2014-11-10,Standard Class,6.116
Sta_38384,2014-11-10,Standard Class,5.497
Sta_37908,2014-11-10,Standard Class,10.868
Sta_37909,2014-11-10,Standard Class,1.104
Sta_42585,2014-11-10,Standard Class,34.79
Sta_36447,2014-11-10,Standard Class,6.75
Fir_32584,2014-11-10,First Class,9.98
Fir_32583,2014-11-10,First Class,11.7
Fir_32585,2014-11-10,First Class,403.26
Sta_11651,2014-11-10,Standard Class,1.17
Sta_11719,2014-11-10,Standard Class,11.22
Sta_12036,2014-11-10,Standard Class,16.01
Sta_23278,2014-11-10,Standard Class,9.7
Sta_22980,2014-11-10,Standard Class,28.24
Sta_12183,2014-11-10,Standard Class,1.1
Sta_20662,2014-11-10,Standard Class,20.7
Sta_21606,2014-11-10,Standard Class,30.64
Sta_36968,2014-11-10,Standard Class,0.42
Sec_34005,2014-11-10,Second Class,7.08
Sec_34004,2014-11-10,Second Class,0.92
Sta_14394,2014-11-10,Standard Class,6.94
Sec_46377,2014-11-10,Second Class,1.9
Sta_2765,2014-11-10,Standard Class,1.47
Sta_2767,2014-11-10,Standard Class,6.03
Sta_2766,2014-11-10,Standard Class,1.63
Sec_27523,2014-11-10,Second Class,38.37
Sta_49315,2014-11-10,Standard Class,3.01
Sta_49314,2014-11-10,Standard Class,9.03
Sta_28500,2014-11-10,Standard Class,27.11
Sec_29713,2014-11-10,Second Class,3.6
Sec_47877,2014-11-10,Second Class,50.62
Sec_47876,2014-11-10,Second Class,2.58
Sec_47878,2014-11-10,Second Class,4.87
Sec_47537,2014-11-10,Second Class,3.33
Sec_47879,2014-11-10,Second Class,35.61
Sta_50745,2014-11-10,Standard Class,48.5
Sta_656,2014-11-10,Standard Class,0.23
Sta_35139,2014-11-10,Standard Class,4.22
Sta_17544,2014-11-11,Standard Class,56.09
Sta_38705,2014-11-11,Standard Class,6.478
Sta_39259,2014-11-11,Standard Class,40.766
Sta_38606,2014-11-11,Standard Class,27.561
Sta_13491,2014-11-11,Standard Class,16.81
Sta_17133,2014-11-11,Standard Class,5.26
Sta_23576,2014-11-11,Standard Class,287.24
Sta_12416,2014-11-11,Standard Class,5.84
Sta_13036,2014-11-11,Standard Class,0.614
Sta_20102,2014-11-11,Standard Class,20.62
Sta_20101,2014-11-11,Standard Class,77.45
Sta_37701,2014-11-11,Standard Class,4.135
Sta_37700,2014-11-11,Standard Class,1.542
Sta_38521,2014-11-11,Standard Class,42.41
Sta_11343,2014-11-11,Standard Class,11.18
Sta_19294,2014-11-11,Standard Class,15.58
Sta_18506,2014-11-11,Standard Class,2.04
Sta_18507,2014-11-11,Standard Class,4.62
Sta_40119,2014-11-11,Standard Class,14.06
Sta_39868,2014-11-11,Standard Class,6.61
Sta_39735,2014-11-11,Standard Class,6.7
Sta_40120,2014-11-11,Standard Class,10.08
Sta_39734,2014-11-11,Standard Class,5.1
Sta_43009,2014-11-11,Standard Class,18.58
Sta_43112,2014-11-11,Standard Class,4.49
Sta_43114,2014-11-11,Standard Class,2.77
Sta_43110,2014-11-11,Standard Class,5.34
Sta_43113,2014-11-11,Standard Class,1.24
Sta_43109,2014-11-11,Standard Class,10.38
Sta_43111,2014-11-11,Standard Class,1.91
Sec_34646,2014-11-11,Second Class,38.8
Sec_3311,2014-11-11,Second Class,15.58
Sta_22022,2014-11-11,Standard Class,8.37
Sta_13488,2014-11-11,Standard Class,3.98
Sta_22021,2014-11-11,Standard Class,10.61
Sta_13487,2014-11-11,Standard Class,2.52
Sta_12967,2014-11-11,Standard Class,5.52
Sta_12868,2014-11-11,Standard Class,113.36
Sta_20830,2014-11-11,Standard Class,30.85
Sta_17132,2014-11-11,Standard Class,2.01
Sam_30648,2014-11-11,Same Day,119.77
Sta_38117,2014-11-11,Standard Class,26.09
Sta_37808,2014-11-11,Standard Class,1.91
Sta_13489,2014-11-11,Standard Class,2.77
Sta_20831,2014-11-11,Standard Class,11.86
Sta_20832,2014-11-11,Standard Class,3.89
Sta_16090,2014-11-11,Standard Class,2.2
Sta_11652,2014-11-11,Standard Class,30.15
Sta_14395,2014-11-11,Standard Class,3.9
Sta_38844,2014-11-11,Standard Class,6.49
Sta_14927,2014-11-11,Standard Class,1.79
Sta_14396,2014-11-11,Standard Class,12.02
Sta_22282,2014-11-11,Standard Class,38.19
Sta_15285,2014-11-11,Standard Class,2.63
Sta_22103,2014-11-11,Standard Class,34.56
Sta_19295,2014-11-11,Standard Class,141.98
Sta_11480,2014-11-11,Standard Class,4.505
Sta_12417,2014-11-11,Standard Class,7.881
Sta_17641,2014-11-11,Standard Class,7.35
Sta_18890,2014-11-11,Standard Class,2.126
Sta_16735,2014-11-11,Standard Class,2.89
Sta_16265,2014-11-11,Standard Class,0.704
Sta_41016,2014-11-11,Standard Class,29.849
Sta_13037,2014-11-11,Standard Class,1.813
Sta_13671,2014-11-11,Standard Class,1.455
Sta_13490,2014-11-11,Standard Class,0.624
Sta_38317,2014-11-11,Standard Class,12.989
Sta_40530,2014-11-11,Standard Class,6.17
Sta_35142,2014-11-11,Standard Class,65.88
Sta_35141,2014-11-11,Standard Class,16.77
Sta_35140,2014-11-11,Standard Class,9.87
Sta_35299,2014-11-11,Standard Class,10.42
Sta_38520,2014-11-11,Standard Class,6.195
Sec_50262,2014-11-11,Second Class,39.6
Sec_2768,2014-11-11,Second Class,2.62
Sec_2769,2014-11-11,Second Class,2.43
Sec_48119,2014-11-11,Second Class,8.59
Sec_1414,2014-11-11,Second Class,15.09
Sec_48118,2014-11-11,Second Class,1.42
Sec_47248,2014-11-11,Second Class,13.55
Sec_1415,2014-11-11,Second Class,1.15
Sec_28660,2014-11-11,Second Class,7.0
Sec_28571,2014-11-11,Second Class,1.23
Sec_47249,2014-11-11,Second Class,11.08
Sta_1416,2014-11-11,Standard Class,42.06
Sec_29964,2014-11-11,Second Class,59.35
Sta_14221,2014-11-11,Standard Class,4.81
Sta_14030,2014-11-11,Standard Class,8.96
Sta_21706,2014-11-11,Standard Class,31.42
Sta_21707,2014-11-11,Standard Class,13.61
Sta_2310,2014-11-11,Standard Class,0.74
Sam_833,2014-11-11,Same Day,1.74
Sta_41430,2014-11-12,Standard Class,13.367
Sta_41428,2014-11-12,Standard Class,0.744
Sta_41429,2014-11-12,Standard Class,1.251
Sta_45319,2014-11-12,Standard Class,3.04
Sta_17982,2014-11-12,Standard Class,0.98
Sta_20663,2014-11-12,Standard Class,8.68
Sta_21083,2014-11-12,Standard Class,22.38
Sta_10854,2014-11-12,Standard Class,14.11
Sta_23577,2014-11-12,Standard Class,19.08
Sta_14222,2014-11-12,Standard Class,4.06
Sam_31937,2014-11-12,Same Day,28.162
Sam_31936,2014-11-12,Same Day,6.195
Sam_30846,2014-11-12,Same Day,97.548
Sta_19198,2014-11-12,Standard Class,5.41
Sec_8791,2014-11-12,Second Class,50.07
Sec_8792,2014-11-12,Second Class,7.28
Sec_26448,2014-11-12,Second Class,41.11
Sec_7370,2014-11-12,Second Class,6.584
Fir_33312,2014-11-12,First Class,9.427
Sta_36878,2014-11-12,Standard Class,2.936
Sta_15018,2014-11-12,Standard Class,35.28
Sta_14763,2014-11-12,Standard Class,25.92
Sec_8233,2014-11-12,Second Class,13.18
Sta_21605,2014-11-12,Standard Class,34.58
Sta_18773,2014-11-12,Standard Class,7.84
Sta_17981,2014-11-12,Standard Class,1.0
Sta_17868,2014-11-12,Standard Class,8.75
Sta_18339,2014-11-12,Standard Class,4.08
Sec_7140,2014-11-12,Second Class,4.85
Sta_50581,2014-11-12,Standard Class,0.98
Sta_28501,2014-11-12,Standard Class,1.2
Sec_28572,2014-11-12,Second Class,19.49
Sta_1943,2014-11-12,Standard Class,5.79
Sta_50026,2014-11-12,Standard Class,6.44
Sta_46564,2014-11-12,Standard Class,7.56
Sta_47798,2014-11-12,Standard Class,0.47
Sta_342,2014-11-12,Standard Class,1.03
Sta_178,2014-11-12,Standard Class,0.19
Sta_29005,2014-11-12,Standard Class,0.57
Fir_50747,2014-11-12,First Class,106.81
Fir_47494,2014-11-12,First Class,9.8
Fir_48839,2014-11-12,First Class,202.24
Fir_48841,2014-11-12,First Class,54.51
Fir_48840,2014-11-12,First Class,46.69
Fir_47422,2014-11-12,First Class,19.24
Sta_44366,2014-11-13,Standard Class,1.94
Sta_44369,2014-11-13,Standard Class,26.28
Sta_44370,2014-11-13,Standard Class,52.3
Sta_44368,2014-11-13,Standard Class,41.86
Sta_44367,2014-11-13,Standard Class,1.89
Sam_5421,2014-11-13,Same Day,2.21
Sta_21928,2014-11-13,Standard Class,38.257
Sta_41649,2014-11-13,Standard Class,4.587
Sta_41650,2014-11-13,Standard Class,71.318
Sta_41558,2014-11-13,Standard Class,23.333
Sta_41648,2014-11-13,Standard Class,58.672
Sec_26132,2014-11-13,Second Class,150.08
Sta_43115,2014-11-13,Standard Class,53.2
Fir_5886,2014-11-13,First Class,17.86
Sta_37084,2014-11-13,Standard Class,4.36
Sta_13256,2014-11-13,Standard Class,1.17
Sta_13255,2014-11-13,Standard Class,3.66
Sec_8113,2014-11-13,Second Class,6.85
Sec_25474,2014-11-13,Second Class,22.11
Sec_8234,2014-11-13,Second Class,3.06
Sec_9386,2014-11-13,Second Class,2.78
Fir_25728,2014-11-13,First Class,72.37
Sta_23279,2014-11-13,Standard Class,49.68
Sta_12418,2014-11-13,Standard Class,3.06
Sec_9137,2014-11-13,Second Class,12.9
Sec_7659,2014-11-13,Second Class,3.32
Sta_20577,2014-11-13,Standard Class,131.18
Sta_41165,2014-11-13,Standard Class,39.464
Sta_17290,2014-11-13,Standard Class,1.554
Sta_35300,2014-11-13,Standard Class,9.228
Fir_4973,2014-11-13,First Class,23.957
Sta_21780,2014-11-13,Standard Class,42.22
Sta_16655,2014-11-13,Standard Class,1.58
Sta_16949,2014-11-13,Standard Class,1.24
Sta_40882,2014-11-13,Standard Class,1.03
Sta_40881,2014-11-13,Standard Class,0.17
Sec_4974,2014-11-13,Second Class,8.99
Sta_50332,2014-11-13,Standard Class,1.1
Sta_46167,2014-11-13,Standard Class,0.11
Sec_27524,2014-11-13,Second Class,176.78
Sec_1944,2014-11-13,Second Class,2.67
Sec_1946,2014-11-13,Second Class,196.07
Sec_1945,2014-11-13,Second Class,232.86
Sam_47061,2014-11-13,Same Day,88.12
Sec_50746,2014-11-13,Second Class,71.07
Sec_28800,2014-11-13,Second Class,2.82
Sam_48843,2014-11-13,Same Day,17.85
Sam_48846,2014-11-13,Same Day,1.53
Sam_48847,2014-11-13,Same Day,116.77
Sam_48842,2014-11-13,Same Day,24.05
Sam_48844,2014-11-13,Same Day,2.35
Sam_48845,2014-11-13,Same Day,1.95
Sta_48838,2014-11-13,Standard Class,23.09
Sta_47492,2014-11-13,Standard Class,0.22
Sta_47493,2014-11-13,Standard Class,0.17
Sta_28753,2014-11-13,Standard Class,32.86
Sta_50933,2014-11-13,Standard Class,1.54
Sec_48292,2014-11-13,Second Class,4.21
Sta_38386,2014-11-14,Standard Class,9.224
Sta_38387,2014-11-14,Standard Class,11.413
Sta_43454,2014-11-14,Standard Class,30.69
Sta_36560,2014-11-14,Standard Class,0.948
Sta_36561,2014-11-14,Standard Class,0.968
Sta_15019,2014-11-14,Standard Class,16.234
